time,pp9_mrna_,p9_,pp8_mrna_,p8_,pp7_mrna_,p7_,pp6_mrna_,p6_,pp5_mrna_,p5_,pp4_mrna_,p4_,pp3_mrna_,p3_,pp2_mrna_,p2_,pp1_mrna_,p1_,DefaultCompartment,pp8_mrna_degradation_rate,pp9_mrna_degradation_rate,p1_degradation_rate,p2_degradation_rate,p3_degradation_rate,p4_degradation_rate,p5_degradation_rate,p6_degradation_rate,p7_degradation_rate,p8_degradation_rate,p9_degradation_rate,v1_Kd,v1_h,v2_Kd,v2_h,v3_Kd,v3_h,v4_Kd,v4_h,v5_Kd,v5_h,v6_Kd,v6_h,v7_Kd,v7_h,v8_Kd,v8_h,v9_Kd,v9_h,pp1_mrna_degradation_rate,pp2_mrna_degradation_rate,pro1_strength,pro2_strength,pro3_strength,pro4_strength,pro5_strength,pro6_strength,pro7_strength,pro8_strength,pro9_strength,pp3_mrna_degradation_rate,v10_Kd,v10_h,v11_Kd,v11_h,v12_Kd,v12_h,v13_Kd,v13_h,pp4_mrna_degradation_rate,v14_Kd,v14_h,v15_Kd,v15_h,pp5_mrna_degradation_rate,rbs1_strength,rbs2_strength,rbs3_strength,rbs4_strength,rbs5_strength,rbs6_strength,rbs7_strength,rbs8_strength,rbs9_strength,pp6_mrna_degradation_rate,pp7_mrna_degradation_rate,as8,cod1,cod2,cod3,cod4,cod5,cod6,cod7,cod8,cod9,rs1,rs2,rs3,rs4,rs5,rs6,rs7,as1,as2,as3,as4,as5,as6,as7
0.43,1.7973742007130743e-13,8.456735453458299e-15,1.7973742007130743e-13,3.845383319880654e-15,0.0002551474547300725,3.127230879950861e-5,0.0002551474547300725,1.2508923519803436e-5,0.9985624307104587,0.058438443579143615,1.7373101051663606,0.8246903816113083,1.7373101051663606,0.2985304548819215,0.45175327664786197,0.1400572942570526,0.6989818105533633,4.0876189426083425,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.007236364602840435,2.0,1.2094664117959828,4.9245700863901325,4.924570086390133,4.982764391637798,0.009479637629733478,0.009479637629733478,2.988720382273057e-11,2.988720382273057e-11,1.0,0.999615358757906,0.9852930016019893,1.0,1.0,0.999615358757906,0.9852930016019893,0.2683112034509801,0.9965528783275597,0.007236364602840435,9.547918011776255e-15,5.977440764546113e-12,5.977440764546113e-12,9.547918011776255e-15
0.44,9.076669974015949e-13,4.449473285890899e-14,9.076669974015949e-13,2.0232311215106645e-14,0.00036348168062729197,4.640591327720942e-5,0.00036348168062729197,1.8562365310883766e-5,1.038219270341177,0.06322646261705342,1.7690072031110993,0.8592262618036967,1.7690072031110993,0.3110321309696639,0.45927339836988595,0.14576654975325248,0.7119271578336577,4.0698130660845635,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.009889159273135089,2.0,1.205607000514324,4.921210919204975,4.921210919204975,4.985365200048195,0.012954798647867761,0.012954798647867761,1.449251829612934e-10,1.449251829612934e-10,1.0,0.9995487310325097,0.9846865423202492,1.0,1.0,0.9995487310325097,0.9846865423202492,0.2674550215219123,0.9970730400096389,0.009889159273135089,4.640732242932939e-14,2.898503659225868e-11,2.898503659225868e-11,4.640732242932939e-14
0.45,4.299358835442437e-12,2.192538908588407e-13,4.299358835442437e-12,9.969748484715063e-14,0.0005102886789131721,6.778609503957294e-5,0.0005102886789131721,2.7114438015829172e-5,1.0775051126136088,0.06818746497039609,1.8003550513603888,0.8942847935002556,1.8003550513603885,0.3237230021720382,0.4666803941911335,0.15155231640521108,0.7247436967564534,4.052143125528835,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.013331210541820277,2.0,1.2017681139054865,4.917764054396531,4.917764054396531,4.987523248319229,0.01746388581006119,0.01746388581006119,6.597999923325402e-10,6.597999923325402e-10,1.0,0.9994727443159359,0.9840716682599226,1.0,1.0,0.9994727443159359,0.9840716682599226,0.26660339284013723,0.9975046496638458,0.013331210541820277,2.111644192836602e-13,1.3195999846650804e-10,1.3195999846650804e-10,2.111644192836602e-13
0.46,1.917868970553589e-11,1.0162704264837283e-12,1.917868970553589e-11,4.621108663024809e-13,0.0007066089770295112,9.756685776769577e-5,0.0007066089770295112,3.902674310707831e-5,1.1164196741932164,0.07331873647026002,1.8313562337807296,0.9298556994323164,1.8313562337807294,0.33659934821079324,0.47397559358218555,0.15741263066699265,0.7374327089861494,4.034607974018647,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.017740511526275142,2.0,1.1979496767146278,4.91422569655351,4.91422569655351,4.989321770111101,0.023240070100607513,0.023240070100607513,2.831778143703091e-9,2.831778143703091e-9,1.0,0.9993863909749083,0.9834485922426157,1.0,1.0,0.9993863909749083,0.9834485922426157,0.26575630071092304,0.9978643540222201,0.017740511526275142,9.061640326982316e-13,5.663556287406182e-10,5.663556287406182e-10,9.061640326982316e-13
0.47,8.086465499474493e-11,4.4490326761785494e-12,8.086465499474493e-11,2.0230307707668408e-12,0.0009658509385732216,0.00013849999717915757,0.0009658509385732216,5.539999887166303e-5,1.154963414447794,0.07861757699902898,1.8620132689781022,0.9659288098363216,1.862013268978102,0.3496574877235553,0.4811603120348542,0.16334555738882858,0.7499954634345969,4.017206475017498,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.02331907619237263,2.0,1.1941516133580263,4.910591690095732,4.910591690095732,4.990826986783604,0.030547989816828294,0.030547989816828294,1.1498708625469542e-8,1.1498708625469542e-8,1.0,0.9992885895550968,0.9828175246716317,1.0,1.0,0.9992885895550968,0.9828175246716317,0.2649137283665786,0.9981653973567209,0.02331907619237263,3.679501148199155e-12,2.2997417250939085e-9,2.2997417250939085e-9,3.679501148199155e-12
0.48,3.233617316734072e-10,1.8454790978642463e-11,3.233617316734072e-10,8.39162414287596e-12,0.0013040720013555156,0.00019405733140225758,0.0013040720013555156,7.762293256090305e-5,1.1931373782242134,0.08408130371588778,1.8923286073120544,1.0024940604454653,1.8923286073120542,0.36289377753682,0.48823585119790247,0.16934918947969382,0.7624332163877183,3.9999375022770436,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.030291377452344732,2.0,1.1903738479348511,4.906857509187488,4.906857509187489,4.992091842384118,0.039681704481149424,0.039681704481149424,4.431698857465308e-8,4.431698857465308e-8,1.0,0.9991781824109375,0.9821786735470208,1.0,1.0,0.9991781824109375,0.9821786735470208,0.2640756589690643,0.9984183684768236,0.030291377452344732,1.4181544827150783e-11,8.863397714930616e-9,8.863397714930616e-9,1.4181544827150783e-11
0.49,1.22993311945775e-9,7.275790710978343e-11,1.22993311945775e-9,3.308392983665737e-11,0.0017402243111312994,0.00026856556677991696,0.0017402243111312994,0.00010742622671196678,1.2309430728031325,0.0897072535712491,1.9223046278435858,1.0395414904255358,1.9223046278435856,0.376304611918746,0.4952034990117057,0.1754216475735932,0.7747472116311676,3.9827999397397793,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.038900795125211565,2.0,1.1866163042387052,4.903018248408979,4.903018248408979,4.993158866647368,0.05096004168217822,0.05096004168217822,1.625740889007844e-7,1.625740889007844e-7,1.0,0.9990539334737765,0.9815322444827099,1.0,1.0,0.9990539334737765,0.9815322444827099,0.26324207561255303,0.9986317733294736,0.038900795125211565,5.2023718663598815e-11,3.251481778015688e-8,3.251481778015688e-8,5.2023718663598815e-11
0.5,4.461392659666098e-9,2.7338410862133326e-10,4.461392659666098e-9,1.2431117149147801e-10,0.0022963359191943587,0.00036735126639246313,0.0022963359191943587,0.00014694050655698524,1.2683823711368176,0.09549278526339126,1.9519436352246153,1.0770612402531063,1.9519436352246151,0.3898864218110792,0.5020645298416713,0.1815610796993964,0.7869386805747153,3.9657926814426956,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.049403581472058124,2.0,1.1828789057690356,4.89906861426182,4.899068614261819,4.994062380601656,0.06471869196695602,0.06471869196695602,5.690836886831794e-7,5.690836886831794e-7,0.9999999999999993,0.998914526174579,0.9808784407256914,1.0,1.0,0.998914526174579,0.9808784407256914,0.2624129613259615,0.9988124761203313,0.049403581472058124,1.821067740716326e-10,1.1381673773663588e-7,1.1381673773663588e-7,1.821067740716326e-10
0.51,1.5468913119890327e-8,9.813800714643176e-10,1.5468913119890327e-8,4.462457857457186e-10,0.0029975929617626212,0.0004968918154784133,0.0029975929617626212,0.0001987567261913653,1.3054574354008377,0.10143528075561023,1.9812478565385248,1.1150435495353646,1.9812478565385245,0.403635674039951,0.5088202046104846,0.18776566095421915,0.7990088423754682,3.9489146314217662,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.062059925738232095,2.0,1.1791615757423788,4.895002917585196,4.895002917585196,4.994830204154247,0.0812985035156646,0.0812985035156646,1.9050098679040424e-6,1.9050098679040424e-6,0.9999999999999905,0.9987585615377095,0.9802174631772363,1.0,1.0,0.9987585615377095,0.9802174631772363,0.2615882990754465,0.9989660408308494,0.062059925738232095,6.096034784356138e-10,3.810019735808085e-7,3.810019735808085e-7,6.096034784356138e-10
0.52,5.137315467590283e-8,3.3729318419453317e-9,5.137315467590283e-8,1.5337142701805664e-9,0.003872284192117754,0.0006649664624608153,0.003872284192117754,0.00026598658498432613,1.3421706563222193,0.10753214644541174,2.010219438100921,1.1534787547699275,2.0102194381009206,0.4175488705049511,0.5154717709290088,0.19403359318015584,0.8109589040596088,3.9321647036177203,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.0771218830312421,2.0,1.1754642371034705,4.890815066959843,4.890815066959843,4.995484984548957,0.1010296693322851,0.1010296693322851,6.110101995042677e-6,6.110101995042677e-6,0.9999999999998863,0.9985845564625452,0.979549510416104,0.9999999999999998,0.9999999999999998,0.9985845564625452,0.979549510416104,0.2607680717668887,0.9990969969097914,0.0771218830312421,1.9552350811264917e-9,1.2220203990085357e-6,1.2220203990085357e-6,1.9552350811264917e-9
0.53,1.637116376852739e-7,1.1120195423109301e-8,1.637116376852739e-7,5.056491861330588e-9,0.004951568500143541,0.0008807995813197198,0.004951568500143541,0.00035231983252788796,1.378524604821756,0.11378081405743981,2.0388604422327345,1.1923572870461314,2.0388604422327345,0.4316225473470159,0.5220204632261922,0.20036310464464793,0.8227900606432899,3.9155418217822113,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.09481825348696583,2.0,1.171786812535301,4.886498563177214,4.886498563177214,4.996045234802528,0.12421191995252573,0.12421191995252573,1.880861366911104e-5,1.880861366911104e-5,0.9999999999987634,0.9983909422099035,0.978874778723677,0.9999999999999973,0.9999999999999973,0.9983909422099035,0.978874778723677,0.2599522622483196,0.9992090469605056,0.09481825348696583,6.01877899449964e-9,3.7617227338222184e-6,3.7617227338222184e-6,6.01877899449964e-9
0.54,5.013878830018197e-7,3.52276498382844e-8,5.013878830018197e-7,1.6018452727090895e-8,0.0062690304509830565,0.0011551864614970802,0.0062690304509830565,0.00046207458459883216,1.414521993310117,0.12017874131567349,2.0671728440152846,1.2316696696854608,2.0671728440152846,0.44585327409428444,0.528467502877589,0.20675244972410553,0.8345034952520209,3.8990449193853225,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.11533696119059285,2.0,1.168129224461542,4.882046494851935,4.882046494851935,4.996526149216825,0.1510914424877917,0.1510914424877917,5.564851119208498e-5,5.564851119208498e-5,0.9999999999875901,0.9981760631104897,0.9781934621110091,0.9999999999999742,0.9999999999999742,0.9981760631104897,0.9781934621110091,0.25914085331234077,0.999305229843365,0.11533696119059285,1.7807721424532295e-8,1.1129702238417283e-5,1.1129702238417283e-5,1.7807721424532295e-8
0.55,1.4778066486501283e-6,1.0739081284362331e-7,1.4778066486501283e-6,4.8831944985156074e-8,0.007860000069998957,0.0015005904842432306,0.007860000069998957,0.0006002361936972923,1.4501656445895899,0.12672341243904509,2.0951585280403817,1.2714065158226453,2.0951585280403817,0.46023765278647805,0.5348140983324916,0.21319990859098947,0.8461003792390268,3.882672939523746,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.1388060578735716,2.0,1.1644913949822333,4.877451535255369,4.877451535255369,4.996940246729979,0.18183600223761415,0.18183600223761415,0.00015844736140233006,0.00015844736140233006,0.999999999884672,0.9979381755127312,0.9775057523477104,0.9999999999997615,0.9999999999997615,0.9979381755127312,0.9775057523477104,0.2583338276985007,0.9993880493459958,0.1388060578735716,5.070475981780295e-8,3.168947228047357e-5,3.168947228047357e-5,5.070475981780295e-8
0.56,4.196944578344015e-6,3.1545087867954287e-7,4.196944578344015e-6,1.4343945767157167e-7,0.009760632026292244,0.0019311998540799862,0.009760632026292244,0.0007724799416319945,1.4854584667730615,0.13341233849504977,2.122819285167532,1.3115585259270444,2.122819285167532,0.47477231707766315,0.5410614452372977,0.2197037869041907,0.85758187230237,3.866424834829929,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.1652750823010705,2.0,1.160873245269566,4.872705940448318,4.872705940448318,4.997297880692848,0.21651054002771988,0.21651054002771988,0.0004346314494440791,0.0004346314494440791,0.9999999990049073,0.9976754469875113,0.9768118389926287,0.9999999999979425,0.9999999999979425,0.9976754469875113,0.9768118389926287,0.2575311680956458,0.9994595761385696,0.1652750823010705,1.3909413551350488e-7,8.692628988899467e-5,8.692628988899467e-5,1.3909413551350488e-7
0.57,1.1496719748712017e-5,8.938769722556209e-7,1.1496719748712017e-5,4.06457032746784e-7,0.012006765540150382,0.002462932497858438,0.012006765540150382,0.0009851729991433755,1.5204034329848721,0.14024305763889686,2.1501568093016683,1.3521164852651673,2.1501568093016683,0.4894539313177077,0.5472107265377025,0.22626241550259524,0.8689491226009259,3.8502995673820783,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.1946990080325166,2.0,1.157274690902281,4.86780154879053,4.86780154879053,4.9976076445381885,0.25505618256048235,0.25505618256048235,0.0011496355657395867,0.0011496355657395867,0.9999999920098398,0.9973859558074056,0.9761119094262639,0.9999999999834792,0.9999999999834792,0.9973859558074056,0.9761119094262639,0.25673285714424016,0.9995215289076378,0.1946990080325166,3.6796785156908556e-7,0.0002299271131517159,0.0002299271131517159,3.6796785156908556e-7
0.58,3.0403675380520756e-5,2.4459193982011072e-6,3.0403675380520756e-5,1.112190124354521e-6,0.014632617304713083,0.0031133796251737573,0.014632617304713083,0.001245351850069503,1.5550035648775726,0.14721313526009766,2.1771726942052174,1.3930712613051344,2.1771726942052174,0.5042791896127184,0.5532631124345135,0.2328741501008909,0.880203266869194,3.834296108615046,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.22692724227147526,2.0,1.1536956088101413,4.862729781904347,4.862729781904347,4.997876695949483,0.29727591820883575,0.29727591820883575,0.0029344274827264732,0.0029344274827264732,0.9999999401747866,0.9970676907181131,0.9754061488848541,0.9999999998763034,0.9999999998763034,0.9970676907181131,0.9754061488848541,0.2559388774386564,0.9995753391898965,0.22692724227147526,9.395673306662692e-7,0.0005868854966178904,0.0005868854966178904,9.395673306662692e-7
0.59,7.767844212374476e-5,6.468424221781155e-6,7.767844212374476e-5,2.941273348946664e-6,0.01766939091538623,0.003901681888941003,0.01766939091538623,0.0015606727555764015,1.5892619192063069,0.15432016405403384,2.203868430359098,1.4344138010643868,2.203868430359098,0.5192448148649365,0.559219759358312,0.23953737098141822,0.8913454305309861,3.8184134392320517,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.2616999414626686,2.0,1.150135619588598,4.857481647170483,4.857481647170483,4.9981110169515075,0.342829959147995,0.342829959147995,0.007231508093992171,0.007231508093992171,0.9999995815950559,0.9967185510200456,0.9746947404960645,0.9999999991348911,0.9999999991348911,0.9967185510200456,0.9746947404960645,0.2551492115294339,0.9996222033903015,0.2616999414626686,2.317428930635227e-6,0.0014463016200496426,0.0014463016200496426,2.317428930635227e-6
0.6,0.00019182374662106175,1.6544185008476688e-5,0.00019182374662106175,7.522847725666955e-6,0.02114391170321742,0.004848336950862421,0.02114391170321742,0.0019393347803449684,1.6231815768626665,0.1615617640325411,2.230245401887671,1.476135128401952,2.230245401887671,0.5343475577925619,0.5650818027795075,0.24625048264212807,0.9023767278119426,3.8026505491173195,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.2986532049964915,2.0,1.1465927519079484,4.852047741843608,4.852047741843608,4.998315623408419,0.3912429369036812,0.3912429369036812,0.017207745536272044,0.017207745536272044,0.9999972629069157,0.996336346980192,0.9739778653162134,0.9999999943406761,0.9999999943406761,0.996336346980192,0.9739778653162134,0.2543638419255119,0.9996631246816837,0.2986532049964915,5.525464333841698e-6,0.0034415491267312495,0.0034415491267312495,5.525464333841698e-6
0.61,0.0004578889555101164,4.094236718309435e-5,0.0004578889555101164,1.861700613774279e-5,0.025077409379765166,0.0059749430912825665,0.025077409379765166,0.0023899772365130268,1.6567656338948982,0.16893558248492568,2.2563048835640602,1.5182263412575538,2.2563048835640602,0.5495841959303363,0.5708503138797878,0.25301191316104255,0.9132982618510005,3.787006437249453,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.33733354911681435,2.0,1.1430558063308596,4.846418258943991,4.846418258943991,4.998494734413372,0.4419236448977484,0.4419236448977484,0.03951294640279217,0.03951294640279217,0.9999832375066804,0.9959188006086365,0.9732557023689473,0.9999999653407096,0.9999999653407096,0.9959188006086365,0.9732557023689473,0.25358275109642603,0.9996989468826744,0.33733354911681435,1.2744698260735377e-5,0.007902589554456581,0.007902589554456581,1.2744698260735377e-5
0.62,0.00105580478627109,9.803718258510736e-5,0.00105580478627109,4.4578732386230654e-5,0.029484568342416195,0.007303889592099561,0.029484568342416195,0.0029215558368398246,1.6900171941374986,0.17643929389846857,2.2820480379144428,1.5606786088390905,2.2820480379144428,0.5649515326114355,0.5765260588659041,0.25982011193397825,0.9241111248106413,3.771480111615813,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.3772206535061768,2.0,1.139463735075979,4.84058299550307,4.840582995503071,4.998651909754543,0.49419633607860325,0.49419633607860325,0.08737957689406874,0.08737957689406874,0.9999038963451079,0.9954635469210372,0.9725284286853023,0.9999998012737015,0.9999998012737015,0.9954635469210372,0.9725284286853023,0.25280592147448494,0.9997303819509087,0.3772206535061768,2.845800420736571e-5,0.017475918851738416,0.017475918851738416,2.845800420736571e-5
